2023-08-01-15:50:05,254,-0.54,1.09,10.66,-0.04,0.01,-0.02,-2.11,1437.89,0.01,85209,-1.1059618330000001,36.9758860000000027,20230601,0
2023-08-01-15:50:07,255,-0.54,1.08,10.66,-0.04,0.01,-0.02,-2.78,1437.22,-0.00,85216,-1.1059623329999999,36.9758856670000000,12495300,0
2023-08-01-15:50:08,256,-0.54,1.10,10.66,-0.04,0.01,-0.02,-2.97,1437.03,0.00,85217,-1.1059623329999999,36.9758856670000000,12495300,0
2023-08-01-15:50:09,257,-0.53,1.09,10.66,-0.04,0.01,-0.02,-3.35,1436.65,-0.00,85214,-1.1059623329999999,36.9758856670000000,20230601,0
2023-08-01-15:50:09,258,-0.54,1.09,10.66,-0.04,0.01,-0.02,-3.64,1436.36,-0.01,85214,-1.1059626670000000,36.9758854999999969,12495400,0
2023-08-01-15:50:10,259,-0.62,1.08,10.65,-0.05,0.01,-0.02,-3.45,1436.55,-0.00,85213,-1.1059626670000000,36.9758854999999969,20230601,0
2023-08-01-15:50:10,260,-0.46,1.06,10.46,-0.06,-0.04,-0.02,-2.58,1437.42,-0.00,85209,-1.1059626670000000,36.9758854999999969,20230601,0
2023-08-01-15:50:11,261,-1.20,1.17,10.60,-0.05,0.11,-0.06,-3.06,1436.94,-0.00,85214,-1.1059631670000001,36.9758856670000000,12495500,0
2023-08-01-15:50:11,262,-0.26,1.00,10.71,-0.05,0.03,-0.02,-2.78,1437.22,0.00,85213,-1.1059631670000001,36.9758856670000000,12495500,0
2023-08-01-15:50:12,263,-0.37,1.04,10.69,-0.06,0.12,-0.05,-2.11,1437.89,0.00,85204,-1.1059631670000001,36.9758856670000000,20230601,0
2023-08-01-15:50:12,264,-0.78,1.11,10.74,-0.06,0.11,-0.05,-3.16,1436.84,-0.01,85210,-1.1059633330000000,36.9758858329999995,12495600,0
2023-08-01-15:50:12,265,-0.47,1.22,10.81,-0.03,-0.02,-0.01,-2.78,1437.22,-0.00,85209,-1.1059633330000000,36.9758858329999995,12495600,0
2023-08-01-15:50:12,266,-0.81,0.91,10.48,-0.04,-0.02,-0.02,-4.69,1435.31,-0.01,85232,-1.1059633330000000,36.9758860000000027,12495700,0
2023-08-01-15:50:13,267,-0.60,1.13,10.72,-0.06,0.06,-0.04,-6.32,1433.68,-0.01,85254,-1.1059633330000000,36.9758860000000027,12495700,0
2023-08-01-15:50:13,268,-0.55,1.08,10.73,-0.05,0.02,-0.03,-7.09,1432.91,0.01,85263,-1.1059633330000000,36.9758860000000027,20230601,0
2023-08-01-15:50:13,269,-0.67,0.90,10.48,-0.04,-0.01,-0.02,0.96,1440.96,0.01,85175,-1.1059630000000000,36.9758858329999995,12495800,0
2023-08-01-15:50:14,270,-0.46,1.20,10.77,-0.03,-0.04,-0.01,-0.57,1439.43,-0.00,85179,-1.1059630000000000,36.9758858329999995,20230601,0
2023-08-01-15:50:14,271,0.02,1.02,10.81,-0.04,0.03,-0.02,0.10,1440.10,0.01,85184,-1.1059621669999999,36.9758858329999995,12495900,0
2023-08-01-15:50:14,272,-0.42,1.10,10.52,-0.02,0.00,-0.04,-0.76,1439.24,-0.00,85190,-1.1059621669999999,36.9758858329999995,12495900,0
2023-08-01-15:50:14,273,-0.50,0.71,10.92,-0.12,0.42,-0.03,-0.86,1439.14,0.00,85191,-1.1059626670000000,36.9758856670000000,12500000,0
2023-08-01-15:50:14,274,-2.73,0.26,13.03,-0.27,-0.18,-0.02,0.58,1440.58,0.01,85180,-1.1059635000000001,36.9758854999999969,12500100,0
2023-08-01-15:50:15,275,-0.84,1.20,11.49,-0.11,0.35,-0.08,0.96,1440.96,0.01,85175,-1.1059635000000001,36.9758854999999969,12500100,0
2023-08-01-15:50:15,276,-0.91,0.11,11.19,0.11,0.24,0.00,1.34,1441.34,-0.01,85171,-1.1059635000000001,36.9758854999999969,20230601,0
2023-08-01-15:50:15,277,-1.31,1.17,10.98,-0.06,0.06,-0.04,1.82,1441.82,0.00,85163,-1.1059633330000000,36.9758856670000000,12500200,0
2023-08-01-15:50:15,278,-0.87,1.00,10.80,-0.01,0.09,-0.03,2.59,1442.59,-0.00,85151,-1.1059633330000000,36.9758856670000000,20230601,0
2023-08-01-15:50:16,279,-1.38,0.62,10.94,-0.11,0.02,-0.02,2.21,1442.21,-0.00,85157,-1.1059619999999999,36.9758860000000027,12500300,0
2023-08-01-15:50:16,280,-1.35,0.83,10.66,-0.02,-0.10,-0.03,2.11,1442.11,-0.00,85157,-1.1059604999999999,36.9758858329999995,12500500,0
2023-08-01-15:50:16,281,-0.82,1.11,10.88,-0.00,-0.06,-0.04,3.26,1443.26,0.00,85151,-1.1059589999999999,36.9758858329999995,12500600,0
2023-08-01-15:50:16,282,-1.22,1.00,10.81,-0.06,-0.03,-0.02,3.26,1443.26,0.00,85156,-1.1059589999999999,36.9758858329999995,20230601,0
2023-08-01-15:50:16,283,-1.29,0.71,10.73,0.03,0.05,-0.02,2.69,1442.69,-0.00,85151,-1.1059589999999999,36.9758858329999995,20230601,0
2023-08-01-15:50:16,284,-1.16,1.12,10.95,-0.03,0.02,-0.01,3.07,1443.07,-0.01,85148,-1.1059589999999999,36.9758858329999995,20230601,0
2023-08-01-15:50:16,285,-1.20,0.97,10.54,-0.06,0.05,0.00,3.93,1443.93,-0.00,85138,-1.1059559999999999,36.9758861669999987,12501000,0
2023-08-01-15:50:17,286,-1.06,0.86,10.79,-0.06,0.10,-0.03,3.93,1443.93,0.00,85141,-1.1059559999999999,36.9758861669999987,20230601,0
2023-08-01-15:50:17,287,-1.29,1.03,10.77,-0.04,-0.00,-0.01,4.41,1444.41,-0.00,85135,-1.1059561670000000,36.9758866669999975,12501100,0
2023-08-01-15:50:17,288,-1.39,0.79,10.67,0.01,0.04,0.00,4.70,1444.70,-0.00,85131,-1.1059561670000000,36.9758866669999975,12501100,0
